id,word,tag,sentiment,aspect,class1,class2,class3
206,pokok,O,NEU,,NEU,O-NEU,O-NEU
206,xenia,O,NEU,,NEU,O-NEU,O-NEU
206,nih,O,NEU,,NEU,O-NEU,O-NEU
207,punya,O,NEU,,NEU,O-NEU,O-NEU
207,beat,O,NEU,,NEU,O-NEU,O-NEU
207,injeksi,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
207,irit,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
207,minta,O,NEU,,NEU,O-NEU,O-NEU
207,ampun,O,NEU,,NEU,O-NEU,O-NEU
207,pakai,O,NEU,,NEU,O-NEU,O-NEU
207,buat,O,NEU,,NEU,O-NEU,O-NEU
207,kencang,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
207,oke,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
207,tetapi,C,NEU,,NEU,C-NEU,C-NEU
207,setir,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
207,kadang,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
207,goyanggoyang,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
207,kayak,O,NEU,,NEU,O-NEU,O-NEU
207,ban,O,NEU,,NEU,O-NEU,O-NEU
207,kempes,O,NEU,,NEU,O-NEU,O-NEU
208,tuju,O,NEU,,NEU,O-NEU,O-NEU
208,vario,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
208,jauh,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
208,lebih,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
208,enak,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
208,banding,C,NEU,,NEU,C-NEU,C-NEU
208,mio,U,NEG,OTHERS,NEG-OTHERS,U-NEG-OTHERS,U-NEG
209,baru,O,NEU,,NEU,O-NEU,O-NEU
209,beberapa,O,NEU,,NEU,O-NEU,O-NEU
209,bulan,O,NEU,,NEU,O-NEU,O-NEU
209,pakai,O,NEU,,NEU,O-NEU,O-NEU
209,nmax,O,NEU,,NEU,O-NEU,O-NEU
209,kok,O,NEU,,NEU,O-NEU,O-NEU
209,bosan,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
210,mobil,O,NEU,,NEU,O-NEU,O-NEU
210,ku,O,NEU,,NEU,O-NEU,O-NEU
210,xenia,O,NEU,,NEU,O-NEU,O-NEU
210,13,O,NEU,,NEU,O-NEU,O-NEU
210,cc,O,NEU,,NEU,O-NEU,O-NEU
210,puas,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
210,banget,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
210,pakai,O,NEU,,NEU,O-NEU,O-NEU
211,vario,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
211,pokok,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
211,lebih,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
211,bagus,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
211,daripada,C,NEU,,NEU,C-NEU,C-NEU
211,mio,U,NEG,OTHERS,NEG-OTHERS,U-NEG-OTHERS,U-NEG
211,segala,O,NEU,,NEU,O-NEU,O-NEU
212,xenia,O,NEU,,NEU,O-NEU,O-NEU
212,kata,O,NEU,,NEU,O-NEU,O-NEU
212,sih,O,NEU,,NEU,O-NEU,O-NEU
212,lebih,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
212,irit,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
212,dan,O,NEU,,NEU,O-NEU,O-NEU
212,jangan,O,NEU,,NEU,O-NEU,O-NEU
212,lupa,O,NEU,,NEU,O-NEU,O-NEU
212,pajak,O,NEU,,NEU,O-NEU,O-NEU
212,mobil,O,NEU,,NEU,O-NEU,O-NEU
212,tentu,O,NEU,,NEU,O-NEU,O-NEU
212,cc,O,NEU,,NEU,O-NEU,O-NEU
212,kendara,O,NEU,,NEU,O-NEU,O-NEU
213,fun,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
213,to,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
213,drive,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
213,memang,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
213,honda,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
213,brio,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
213,lebih,C,NEU,,NEU,C-NEU,C-NEU
213,fun,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
213,dari,I,NEG,OTHERS,NEG-OTHERS,I-NEG-OTHERS,I-NEG
213,sirion,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
214,sebener,O,NEU,,NEU,O-NEU,O-NEU
214,ken,O,NEU,,NEU,O-NEU,O-NEU
214,punya,O,NEU,,NEU,O-NEU,O-NEU
214,mobil,O,NEU,,NEU,O-NEU,O-NEU
214,rush,O,NEU,,NEU,O-NEU,O-NEU
214,dengan,O,NEU,,NEU,O-NEU,O-NEU
214,desain,B,POS,PART,POS-PART,B-POS-PART,B-POS
214,sporty,L,POS,PART,POS-PART,L-POS-PART,L-POS
215,bengkel,B,NEG,SERVICE,NEG-SERVICE,B-NEG-SERVICE,B-NEG
215,honda,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
215,1,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
215,ga,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
215,rekomendasi,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
215,jelek,L,NEG,SERVICE,NEG-SERVICE,L-NEG-SERVICE,L-NEG
216,kijang,O,NEU,,NEU,O-NEU,O-NEU
216,innova,O,NEU,,NEU,O-NEU,O-NEU
216,pokok,O,NEU,,NEU,O-NEU,O-NEU
216,juara,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
216,mobil,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
216,mewah,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
216,tetapi,C,NEU,,NEU,C-NEU,C-NEU
216,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
216,mahal,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
217,honda,O,NEU,,NEU,O-NEU,O-NEU
217,vario,O,NEU,,NEU,O-NEU,O-NEU
217,125,O,NEU,,NEU,O-NEU,O-NEU
217,2018,O,NEU,,NEU,O-NEU,O-NEU
217,sangat,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
217,nyaman,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
217,pakai,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
217,buat,O,NEU,,NEU,O-NEU,O-NEU
217,salip,O,NEU,,NEU,O-NEU,O-NEU
217,enak,O,NEU,,NEU,O-NEU,O-NEU
217,mesin,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
217,halus,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
217,banding,O,NEU,,NEU,O-NEU,O-NEU
217,dengan,O,NEU,,NEU,O-NEU,O-NEU
217,vario,O,NEU,,NEU,O-NEU,O-NEU
217,lama,O,NEU,,NEU,O-NEU,O-NEU
218,bensin,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
218,irit,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
218,mesin,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
218,bandel,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
218,jalan,O,NEU,,NEU,O-NEU,O-NEU
218,makin,O,NEU,,NEU,O-NEU,O-NEU
218,lancar,O,NEU,,NEU,O-NEU,O-NEU
218,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
218,jual,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
218,jatuh,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
218,banding,O,NEU,,NEU,O-NEU,O-NEU
218,dengan,O,NEU,,NEU,O-NEU,O-NEU
218,merek,O,NEU,,NEU,O-NEU,O-NEU
219,asa,O,NEU,,NEU,O-NEU,O-NEU
219,liat,O,NEU,,NEU,O-NEU,O-NEU
219,jalan,O,NEU,,NEU,O-NEU,O-NEU
219,veloz,O,NEU,,NEU,O-NEU,O-NEU
219,padahal,O,NEU,,NEU,O-NEU,O-NEU
219,baru,O,NEU,,NEU,O-NEU,O-NEU
219,tapi,O,NEU,,NEU,O-NEU,O-NEU
219,liat,O,NEU,,NEU,O-NEU,O-NEU
219,biasa,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
219,aja,I,NEG,OTHERS,NEG-OTHERS,I-NEG-OTHERS,I-NEG
219,kurang,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
219,greget,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
220,pakai,O,NEU,,NEU,O-NEU,O-NEU
220,grand,O,NEU,,NEU,O-NEU,O-NEU
220,livina,O,NEU,,NEU,O-NEU,O-NEU
220,dari,O,NEU,,NEU,O-NEU,O-NEU
220,2008,O,NEU,,NEU,O-NEU,O-NEU
220,km,O,NEU,,NEU,O-NEU,O-NEU
220,udah,O,NEU,,NEU,O-NEU,O-NEU
220,hampir,O,NEU,,NEU,O-NEU,O-NEU
220,400,O,NEU,,NEU,O-NEU,O-NEU
220,ribu,O,NEU,,NEU,O-NEU,O-NEU
220,nyamannyaman,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
220,dan,C,NEU,,NEU,C-NEU,C-NEU
220,irit,U,POS,FUEL,POS-FUEL,U-POS-FUEL,U-POS
221,nih,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
221,mobil,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
221,mantap,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
221,ajak,O,NEU,,NEU,O-NEU,O-NEU
221,kejar,O,NEU,,NEU,O-NEU,O-NEU
221,innova,O,NEU,,NEU,O-NEU,O-NEU
221,sanggup,O,NEU,,NEU,O-NEU,O-NEU
221,cuma,O,NEU,,NEU,O-NEU,O-NEU
221,bodi,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
221,nih,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
221,kurang,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
221,rigid,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
221,kalau,O,NEU,,NEU,O-NEU,O-NEU
221,bawa,O,NEU,,NEU,O-NEU,O-NEU
221,lari,O,NEU,,NEU,O-NEU,O-NEU
221,tol,O,NEU,,NEU,O-NEU,O-NEU
221,layang,O,NEU,,NEU,O-NEU,O-NEU
222,tetep,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
222,kalah,I,NEG,OTHERS,NEG-OTHERS,I-NEG-OTHERS,I-NEG
222,telak,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
222,sama,C,NEU,,NEU,C-NEU,C-NEU
222,pajero,U,POS,OTHERS,POS-OTHERS,U-POS-OTHERS,U-POS
222,sport,O,NEU,,NEU,O-NEU,O-NEU
223,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
223,murah,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
223,salah,O,NEU,,NEU,O-NEU,O-NEU
223,satu,O,NEU,,NEU,O-NEU,O-NEU
223,lebih,O,NEU,,NEU,O-NEU,O-NEU
223,toyota,O,NEU,,NEU,O-NEU,O-NEU
223,calya,O,NEU,,NEU,O-NEU,O-NEU
224,rush,O,NEU,,NEU,O-NEU,O-NEU
224,rupa,O,NEU,,NEU,O-NEU,O-NEU
224,suv,O,NEU,,NEU,O-NEU,O-NEU
224,tengah,O,NEU,,NEU,O-NEU,O-NEU
224,sangat,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
224,tarik,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
225,isuzu,O,NEU,,NEU,O-NEU,O-NEU
225,panther,O,NEU,,NEU,O-NEU,O-NEU
225,grand,O,NEU,,NEU,O-NEU,O-NEU
225,touring,O,NEU,,NEU,O-NEU,O-NEU
225,tahun,O,NEU,,NEU,O-NEU,O-NEU
225,2009,O,NEU,,NEU,O-NEU,O-NEU
225,mobil,O,NEU,,NEU,O-NEU,O-NEU
225,tangguh,U,POS,MACHINE,POS-MACHINE,U-POS-MACHINE,U-POS
225,dengan,O,NEU,,NEU,O-NEU,O-NEU
225,mesin,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
225,diesel,I,POS,FUEL,POS-FUEL,I-POS-FUEL,I-POS
225,irit,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
225,dan,C,NEU,,NEU,C-NEU,C-NEU
225,bandel,U,POS,MACHINE,POS-MACHINE,U-POS-MACHINE,U-POS
225,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
225,cuma,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
225,167,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
225,juta,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
225,juragan,O,NEU,,NEU,O-NEU,O-NEU
226,satu,O,NEU,,NEU,O-NEU,O-NEU
226,mungkin,O,NEU,,NEU,O-NEU,O-NEU
226,rasa,O,NEU,,NEU,O-NEU,O-NEU
226,kurang,O,NEU,,NEU,O-NEU,O-NEU
226,dari,O,NEU,,NEU,O-NEU,O-NEU
226,xenia,O,NEU,,NEU,O-NEU,O-NEU
226,ialah,O,NEU,,NEU,O-NEU,O-NEU
226,dengan,O,NEU,,NEU,O-NEU,O-NEU
226,beban,O,NEU,,NEU,O-NEU,O-NEU
226,penuh,O,NEU,,NEU,O-NEU,O-NEU
226,kapasitas,O,NEU,,NEU,O-NEU,O-NEU
226,tenaga,B,NEG,MACHINE,NEG-MACHINE,B-NEG-MACHINE,B-NEG
226,mobil,I,NEG,MACHINE,NEG-MACHINE,I-NEG-MACHINE,I-NEG
226,rasa,I,NEG,MACHINE,NEG-MACHINE,I-NEG-MACHINE,I-NEG
226,kurang,I,NEG,MACHINE,NEG-MACHINE,I-NEG-MACHINE,I-NEG
226,maksimal,L,NEG,MACHINE,NEG-MACHINE,L-NEG-MACHINE,L-NEG
227,scoopy,O,NEU,,NEU,O-NEU,O-NEU
227,cocok,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
227,mahasiswa,O,NEU,,NEU,O-NEU,O-NEU
228,mantab,O,NEU,,NEU,O-NEU,O-NEU
228,review,O,NEU,,NEU,O-NEU,O-NEU
228,bener,O,NEU,,NEU,O-NEU,O-NEU
228,sih,O,NEU,,NEU,O-NEU,O-NEU
228,kalo,O,NEU,,NEU,O-NEU,O-NEU
228,masalah,B,POS,PART,POS-PART,B-POS-PART,B-POS
228,handling,I,POS,PART,POS-PART,I-POS-PART,I-POS
228,ga,I,POS,PART,POS-PART,I-POS-PART,I-POS
228,ragu,I,POS,PART,POS-PART,I-POS-PART,I-POS
228,buat,O,NEU,,NEU,O-NEU,O-NEU
228,brio,O,NEU,,NEU,O-NEU,O-NEU
228,fun,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
228,to,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
228,drive,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
229,mobil,O,NEU,,NEU,O-NEU,O-NEU
229,toyota,O,NEU,,NEU,O-NEU,O-NEU
229,avanza,O,NEU,,NEU,O-NEU,O-NEU
229,mobil,O,NEU,,NEU,O-NEU,O-NEU
229,murah,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
229,tetap,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
229,murah,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
230,mobil,O,NEU,,NEU,O-NEU,O-NEU
230,ga,O,NEU,,NEU,O-NEU,O-NEU
230,pernah,O,NEU,,NEU,O-NEU,O-NEU
230,gw,O,NEU,,NEU,O-NEU,O-NEU
230,lirik,O,NEU,,NEU,O-NEU,O-NEU
230,jalan,O,NEU,,NEU,O-NEU,O-NEU
230,mobilio,O,NEU,,NEU,O-NEU,O-NEU
230,dan,O,NEU,,NEU,O-NEU,O-NEU
230,brv,O,NEU,,NEU,O-NEU,O-NEU
230,design,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
230,semrawut,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
230,jelek,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
230,pol,O,NEU,,NEU,O-NEU,O-NEU
231,avanza,O,NEU,,NEU,O-NEU,O-NEU
231,jadi,O,NEU,,NEU,O-NEU,O-NEU
231,lebih,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
231,praktis,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
231,pakai,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
231,agam,O,NEU,,NEU,O-NEU,O-NEU
231,rute,O,NEU,,NEU,O-NEU,O-NEU
231,dengan,O,NEU,,NEU,O-NEU,O-NEU
231,kondisi,O,NEU,,NEU,O-NEU,O-NEU
231,jalan,O,NEU,,NEU,O-NEU,O-NEU
231,sempit,O,NEU,,NEU,O-NEU,O-NEU
231,juragan,O,NEU,,NEU,O-NEU,O-NEU
232,fortuner,O,NEU,,NEU,O-NEU,O-NEU
232,kalo,O,NEU,,NEU,O-NEU,O-NEU
232,kalian,O,NEU,,NEU,O-NEU,O-NEU
232,pilih,O,NEU,,NEU,O-NEU,O-NEU
232,ngga,O,NEU,,NEU,O-NEU,O-NEU
232,bakal,O,NEU,,NEU,O-NEU,O-NEU
232,nyesel,O,NEU,,NEU,O-NEU,O-NEU
232,fortuner,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
232,canggih,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
233,enggak,O,NEU,,NEU,O-NEU,O-NEU
233,suka,O,NEU,,NEU,O-NEU,O-NEU
233,dari,O,NEU,,NEU,O-NEU,O-NEU
233,terios,O,NEU,,NEU,O-NEU,O-NEU
233,kakikaki,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
233,kurang,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
233,kuat,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
233,dan,C,NEU,,NEU,C-NEU,C-NEU
233,berisik,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
233,sekali,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
234,punya,O,NEU,,NEU,O-NEU,O-NEU
234,motor,O,NEU,,NEU,O-NEU,O-NEU
234,yamaha,O,NEU,,NEU,O-NEU,O-NEU
234,pernah,O,NEU,,NEU,O-NEU,O-NEU
234,buat,O,NEU,,NEU,O-NEU,O-NEU
234,pusing,O,NEU,,NEU,O-NEU,O-NEU
234,awat,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
234,simple,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
234,dan,C,NEU,,NEU,C-NEU,C-NEU
234,murah,U,POS,SERVICE,POS-SERVICE,U-POS-SERVICE,U-POS
234,serta,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
234,tak,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
234,butuh,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
234,waktu,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
234,yamahaindonesia,O,NEU,,NEU,O-NEU,O-NEU
234,40thyamaha,O,NEU,,NEU,O-NEU,O-NEU
235,tapi,O,NEU,,NEU,O-NEU,O-NEU
235,bengkel,B,NEG,SERVICE,NEG-SERVICE,B-NEG-SERVICE,B-NEG
235,honda,L,NEG,SERVICE,NEG-SERVICE,L-NEG-SERVICE,L-NEG
235,deket,O,NEU,,NEU,O-NEU,O-NEU
235,ring,O,NEU,,NEU,O-NEU,O-NEU
235,road,O,NEU,,NEU,O-NEU,O-NEU
235,jelek,U,NEG,SERVICE,NEG-SERVICE,U-NEG-SERVICE,U-NEG
236,cukup,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
236,impresif,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
236,dari,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
236,sisi,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
236,harga,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
236,lengkap,O,NEU,,NEU,O-NEU,O-NEU
236,dan,O,NEU,,NEU,O-NEU,O-NEU
236,tentu,O,NEU,,NEU,O-NEU,O-NEU
236,engine,O,NEU,,NEU,O-NEU,O-NEU
236,pakai,O,NEU,,NEU,O-NEU,O-NEU
236,4,O,NEU,,NEU,O-NEU,O-NEU
236,cylinder,O,NEU,,NEU,O-NEU,O-NEU
236,percaya,O,NEU,,NEU,O-NEU,O-NEU
236,bakal,O,NEU,,NEU,O-NEU,O-NEU
236,laku,O,NEU,,NEU,O-NEU,O-NEU
236,keras,O,NEU,,NEU,O-NEU,O-NEU
237,seluruh,O,NEU,,NEU,O-NEU,O-NEU
237,kecewa,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
237,berat,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
237,sama,O,NEU,,NEU,O-NEU,O-NEU
237,honda,O,NEU,,NEU,O-NEU,O-NEU
237,hrv,O,NEU,,NEU,O-NEU,O-NEU
238,toyota,O,NEU,,NEU,O-NEU,O-NEU
238,rush,O,NEU,,NEU,O-NEU,O-NEU
238,enak,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
238,pakai,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
238,seharihari,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
238,kota,O,NEU,,NEU,O-NEU,O-NEU
238,dan,O,NEU,,NEU,O-NEU,O-NEU
238,santai,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
238,pakai,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
238,mudik,O,NEU,,NEU,O-NEU,O-NEU
239,betul,O,NEU,,NEU,O-NEU,O-NEU
239,gue,O,NEU,,NEU,O-NEU,O-NEU
239,pakai,O,NEU,,NEU,O-NEU,O-NEU
239,livina,O,NEU,,NEU,O-NEU,O-NEU
239,dari,O,NEU,,NEU,O-NEU,O-NEU
239,2010,O,NEU,,NEU,O-NEU,O-NEU
239,keluh,O,NEU,,NEU,O-NEU,O-NEU
239,sama,O,NEU,,NEU,O-NEU,O-NEU
239,mesin,B,NEG,MACHINE,NEG-MACHINE,B-NEG-MACHINE,B-NEG
239,ngelitik,L,NEG,MACHINE,NEG-MACHINE,L-NEG-MACHINE,L-NEG
239,padahal,O,NEU,,NEU,O-NEU,O-NEU
239,bolakbalik,O,NEU,,NEU,O-NEU,O-NEU
239,beres,O,NEU,,NEU,O-NEU,O-NEU
239,berapa,O,NEU,,NEU,O-NEU,O-NEU
239,kali,O,NEU,,NEU,O-NEU,O-NEU
240,jazz,O,NEU,,NEU,O-NEU,O-NEU
240,lebih,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
240,bandel,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
240,kalo,O,NEU,,NEU,O-NEU,O-NEU
240,banding,C,NEU,,NEU,C-NEU,C-NEU
240,brio,U,NEG,MACHINE,NEG-MACHINE,U-NEG-MACHINE,U-NEG
241,jangan,O,NEU,,NEU,O-NEU,O-NEU
241,mau,O,NEU,,NEU,O-NEU,O-NEU
241,servis,B,NEG,SERVICE,NEG-SERVICE,B-NEG-SERVICE,B-NEG
241,bengkel,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
241,toyota,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
241,mahal,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
241,banget,L,NEG,SERVICE,NEG-SERVICE,L-NEG-SERVICE,L-NEG
241,layan,B,NEG,SERVICE,NEG-SERVICE,B-NEG-SERVICE,B-NEG
241,muas,L,NEG,SERVICE,NEG-SERVICE,L-NEG-SERVICE,L-NEG
242,jangan,O,NEU,,NEU,O-NEU,O-NEU
242,beli,O,NEU,,NEU,O-NEU,O-NEU
242,brio,O,NEU,,NEU,O-NEU,O-NEU
242,nyaman,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
242,jelek,I,NEG,OTHERS,NEG-OTHERS,I-NEG-OTHERS,I-NEG
242,banget,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
242,mending,C,NEU,,NEU,C-NEU,C-NEU
242,calya,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
242,selalu,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
242,enak,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
242,buat,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
242,mana,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
242,mana,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
243,jangan,O,NEU,,NEU,O-NEU,O-NEU
243,beli,O,NEU,,NEU,O-NEU,O-NEU
243,mobil,O,NEU,,NEU,O-NEU,O-NEU
243,produk,O,NEU,,NEU,O-NEU,O-NEU
243,daihatsuind,O,NEU,,NEU,O-NEU,O-NEU
243,utama,O,NEU,,NEU,O-NEU,O-NEU
243,mobil,O,NEU,,NEU,O-NEU,O-NEU
243,xenia,O,NEU,,NEU,O-NEU,O-NEU
243,mesin,B,NEG,MACHINE,NEG-MACHINE,B-NEG-MACHINE,B-NEG
243,mudah,I,NEG,MACHINE,NEG-MACHINE,I-NEG-MACHINE,I-NEG
243,ledak,L,NEG,MACHINE,NEG-MACHINE,L-NEG-MACHINE,L-NEG
244,bagi,O,NEU,,NEU,O-NEU,O-NEU
244,safety,O,NEU,,NEU,O-NEU,O-NEU
244,and,O,NEU,,NEU,O-NEU,O-NEU
244,security,O,NEU,,NEU,O-NEU,O-NEU
244,grand,O,NEU,,NEU,O-NEU,O-NEU
244,new,O,NEU,,NEU,O-NEU,O-NEU
244,avanza,O,NEU,,NEU,O-NEU,O-NEU
244,milik,B,POS,PART,POS-PART,B-POS-PART,B-POS
244,bagai,I,POS,PART,POS-PART,I-POS-PART,I-POS
244,fitur,I,POS,PART,POS-PART,I-POS-PART,I-POS
244,dukung,I,POS,PART,POS-PART,I-POS-PART,I-POS
244,aman,L,POS,PART,POS-PART,L-POS-PART,L-POS
244,dan,C,NEU,,NEU,C-NEU,C-NEU
244,selamat,U,POS,PART,POS-PART,U-POS-PART,U-POS
245,libur,O,NEU,,NEU,O-NEU,O-NEU
245,bal,O,NEU,,NEU,O-NEU,O-NEU
245,empat,O,NEU,,NEU,O-NEU,O-NEU
245,dengan,O,NEU,,NEU,O-NEU,O-NEU
